Az ingatlan helye,"Családi ház átlagár, ezer Ft/m²",Családi ház átlagár darab,"Többlakásos társasház átlagár, ezer Ft/m²",Többlakásos társasház darab,"Lakótelepi panel átlagár, ezer Ft/m²",Lakótelepi panel darab,"Lakások összesen átlagár, ezer Ft/m²",Lakások összesen darab,"Lakások összesen relatív szórás, %",Év,Kerület
Kvasz András utca,,,595.0,14.0,,,595,14,13,2019,17
Lányi Antal utca,,,590.0,4.0,,,590,4,6,2019,17
Nagyréde utca,397.0,3.0,,,,,397,3,5,2019,17
Napkelet utca,402.0,3.0,,,,,402,3,18,2019,17
Ököl utca,,,544.0,15.0,,,544,15,14,2019,17
Ősrepülő utca,,,513.0,3.0,,,513,3,22,2019,17
Péceli út,343.0,6.0,,,,,343,6,44,2019,17
Peregi út,491.0,3.0,,,,,516,4,26,2019,17
Pesti út,432.0,3.0,428.0,13.0,472.0,101.0,466,117,20,2019,17
Rákóczi Ferenc utca,311.0,4.0,,,,,311,4,29,2019,17
Rákosmezei Repülők útja,,,551.0,3.0,,,551,3,21,2019,17
Réti csík utca,,,520.0,10.0,,,513,12,14,2019,17
Sima utca,,,483.0,3.0,,,448,5,35,2019,17
Sóska utca,376.0,3.0,,,,,376,3,27,2019,17
Szabadság sugárút,319.0,3.0,,,,,319,3,16,2019,17
Szárazhegy út,,,467.0,7.0,,,483,8,15,2019,17
Szigetcsép utca,,,429.0,4.0,,,433,5,18,2019,17
Szilárd utca,,,,,,,315,3,7,2019,17
Tabán utca,,,,,510.0,3.0,510,3,17,2019,17
Tanár utca,425.0,3.0,,,,,414,4,22,2019,17
Tisza István utca,230.0,3.0,,,,,230,3,51,2019,17
Toldi Miklós utca,425.0,3.0,,,,,425,3,16,2019,17
Újlak utca,,,,,467.0,91.0,466,92,21,2019,17
Újszilvás utca,546.0,4.0,,,,,546,4,17,2019,17
Wéber Károly utca,,,603.0,6.0,,,603,6,17,2019,17
Zrínyi utca,378.0,3.0,,,,,383,4,5,2019,17
együtt,395.0,311.0,515.0,227.0,471.0,299.0,455,837,30,2019,17
Alacskai út,,,,,,,437,3,30,2019,18
Baross utca,,,433.0,9.0,,,433,9,38,2019,18
Barta Lajos utca,,,,,598.0,4.0,598,4,5,2019,18
Bartók Lajos utca,,,,,,,449,3,6,2019,18
Batthyány Lajos utca,,,,,,,354,3,13,2019,18
Benedek Elek utca,,,645.0,3.0,,,645,3,35,2019,18
Benedekfalva utca,,,,,474.0,3.0,474,3,15,2019,18
Csontváry Kosztka Tivadar utca,,,455.0,9.0,414.0,96.0,417,105,21,2019,18
Csörgőfa utca,,,545.0,22.0,,,539,23,22,2019,18
Darányi Ignác utca,,,,,,,497,3,29,2019,18
Darus utca,,,441.0,6.0,,,441,6,19,2019,18
Dolgozó út,,,480.0,25.0,,,480,25,22,2019,18
Egressy Gábor utca,,,542.0,4.0,,,531,5,20,2019,18
Endrődi Sándor utca,,,586.0,11.0,,,586,11,24,2019,18
Építő utca,,,474.0,35.0,,,474,35,20,2019,18
Esze Tamás utca,,,,,,,635,4,55,2019,18
Fenyőfa utca,,,546.0,14.0,,,535,15,19,2019,18
Ferenc utca,,,445.0,6.0,,,469,7,24,2019,18
Fiatalság utca,,,482.0,4.0,,,482,4,5,2019,18
Gulner Gyula utca,,,575.0,3.0,,,575,3,15,2019,18
Halomi út,,,486.0,12.0,,,486,12,21,2019,18
Havanna utca,,,642.0,3.0,442.0,134.0,447,137,26,2019,18
Hosszúház utca,,,499.0,11.0,,,499,11,10,2019,18
Igaz utca,,,457.0,5.0,,,457,5,18,2019,18
Jáde utca,,,556.0,4.0,,,556,4,16,2019,18
Juharos sor,,,509.0,6.0,476.0,6.0,493,12,20,2019,18
Kele utca,,,557.0,5.0,,,557,5,12,2019,18
Kétújfalu utca,,,468.0,9.0,,,468,11,25,2019,18
Kézműves utca,,,507.0,19.0,,,507,19,24,2019,18
Kinizsi Pál utca,,,440.0,9.0,,,440,9,25,2019,18
Királyhágó út,,,574.0,29.0,,,609,30,34,2019,18
Kisfaludy utca,,,550.0,3.0,,,550,3,19,2019,18
Kölcsey utca,398.0,3.0,,,,,398,3,27,2019,18
Kőrisfa utca,,,,,385.0,3.0,385,3,23,2019,18
Kossuth Lajos utca,429.0,3.0,,,,,429,3,50,2019,18
Krepuska Géza sétány,,,,,516.0,3.0,516,3,14,2019,18
Lakatos út,,,476.0,11.0,,,476,11,13,2019,18
Margó Tivadar utca,,,586.0,5.0,521.0,20.0,524,26,14,2019,18
Mikszáth Kálmán utca,,,420.0,6.0,454.0,6.0,437,12,14,2019,18
Nagykőrösi út,271.0,3.0,,,,,271,3,24,2019,18
Nemes utca,,,554.0,6.0,,,535,7,24,2019,18
Nyárfás sor,,,,,558.0,5.0,558,5,13,2019,18
Örs utca,,,525.0,5.0,,,482,6,26,2019,18
Ráday Gedeon utca,,,554.0,15.0,,,560,16,24,2019,18
Rákóczi utca,382.0,4.0,362.0,5.0,,,371,9,26,2019,18
Reviczky Gyula utca,,,565.0,10.0,546.0,8.0,557,18,22,2019,18
Riesz Frigyes utca,,,488.0,12.0,,,488,12,8,2019,18
Széchenyi István utca,,,309.0,3.0,,,309,3,30,2019,18
Szélmalom utca,367.0,3.0,,,,,367,3,36,2019,18
Szent Lőrinc sétány,,,709.0,7.0,,,709,7,22,2019,18
Szitnya utca,,,,,,,436,3,30,2019,18
Táncsics Mihály utca,497.0,3.0,,,,,499,4,9,2019,18
Tölgy utca,,,525.0,17.0,,,525,17,17,2019,18
Tövishát utca,,,,,558.0,13.0,558,13,17,2019,18
Üllői út,,,530.0,14.0,,,505,16,36,2019,18
Vándor Sándor utca,,,445.0,7.0,419.0,5.0,434,12,14,2019,18
Vikár Béla utca,,,445.0,7.0,,,445,7,31,2019,18
Wlassics Gyula utca,,,477.0,3.0,,,430,5,24,2019,18
együtt,429.0,127.0,506.0,487.0,451.0,315.0,477,929,29,2019,18
Áchim András utca,,,409.0,6.0,,,408,7,44,2019,19
Ady Endre út,,,561.0,17.0,427.0,3.0,541,20,35,2019,19
Álmos utca,,,638.0,4.0,,,638,4,5,2019,19
Áram utca,316.0,3.0,,,,,316,3,25,2019,19
Arany János utca,,,,,446.0,10.0,440,11,15,2019,19
Árpád utca,336.0,3.0,462.0,3.0,449.0,11.0,431,17,21,2019,19
Attila utca,,,249.0,3.0,,,249,3,89,2019,19
Baross utca,,,573.0,6.0,,,573,6,20,2019,19
Báthory utca,,,551.0,5.0,,,551,5,14,2019,19
Batthyány utca,,,,,621.0,18.0,617,19,68,2019,19
Bem utca,,,,,440.0,3.0,440,3,5,2019,19
Bercsényi utca,,,541.0,4.0,,,541,4,22,2019,19
Bethlen Gábor utca,,,606.0,4.0,,,606,4,14,2019,19
Corvin körút,,,526.0,6.0,603.0,9.0,572,15,23,2019,19
Csokonai utca,,,,,522.0,15.0,522,15,22,2019,19
Deák Ferenc utca,,,,,,,517,3,5,2019,19
Derkovits Gyula utca,,,364.0,4.0,,,364,4,78,2019,19
Dobó Katica utca,,,564.0,7.0,489.0,12.0,517,19,15,2019,19
Eötvös utca,,,,,531.0,17.0,531,17,21,2019,19
Esze Tamás utca,,,561.0,4.0,,,561,4,5,2019,19
Fő utca,,,443.0,4.0,471.0,14.0,458,19,16,2019,19
Gutenberg körút,,,602.0,4.0,,,602,4,9,2019,19
Határ út,,,515.0,4.0,,,515,4,20,2019,19
Hungária út,,,544.0,14.0,,,544,14,16,2019,19
Hunyadi utca,,,537.0,3.0,,,508,5,13,2019,19
Irányi Dániel utca,,,,,518.0,6.0,518,6,19,2019,19
Jáhn Ferenc utca,,,,,431.0,8.0,433,10,12,2019,19
Jókai utca,,,,,512.0,9.0,542,12,29,2019,19
József Attila utca,,,541.0,9.0,558.0,12.0,550,21,26,2019,19
Kazinczy utca,,,,,438.0,15.0,438,15,18,2019,19
Kisfaludy utca,,,440.0,4.0,457.0,14.0,445,19,16,2019,19
Klapka utca,,,,,496.0,7.0,496,7,7,2019,19
Kós Károly tér,,,520.0,18.0,,,520,18,22,2019,19
Kosárfonó utca,,,,,490.0,14.0,490,14,33,2019,19
Kossuth Lajos utca,,,555.0,8.0,490.0,5.0,530,13,17,2019,19
Kossuth tér,,,125.0,16.0,,,125,16,9,2019,19
Lehel utca,,,,,460.0,13.0,460,13,15,2019,19
Mészáros Lőrinc utca,,,520.0,7.0,,,520,7,16,2019,19
Molnár József utca,,,468.0,8.0,,,468,8,17,2019,19
Móricz Zsigmond utca,,,500.0,3.0,,,457,4,20,2019,19
Nádasdy utca,,,411.0,6.0,,,411,6,24,2019,19
Nagykőrösi út,,,475.0,10.0,,,475,10,24,2019,19
Nagysándor József utca,,,,,494.0,8.0,458,10,20,2019,19
Pannónia út,,,544.0,11.0,,,544,11,24,2019,19
Petőfi utca,,,584.0,7.0,435.0,11.0,478,20,27,2019,19
Rákóczi utca,,,441.0,10.0,452.0,7.0,472,18,27,2019,19
Simonyi Zsigmond utca,,,,,483.0,7.0,483,7,7,2019,19
Szabó Ervin utca,,,557.0,3.0,,,557,3,5,2019,19
Széchenyi utca,,,,,456.0,6.0,456,6,22,2019,19
Szigligeti utca,,,,,430.0,14.0,430,16,15,2019,19
Szondi tér,,,580.0,3.0,,,580,3,6,2019,19
Táncsics Mihály utca,,,,,563.0,7.0,558,8,15,2019,19
Templom tér,,,492.0,3.0,,,458,4,40,2019,19
Thököly utca,,,592.0,3.0,,,592,3,15,2019,19
Toldy utca,,,,,440.0,12.0,440,12,20,2019,19
Vas Gereben utca,,,464.0,8.0,,,464,8,38,2019,19
Vécsey utca,,,398.0,4.0,439.0,5.0,421,9,9,2019,19
Zalaegerszeg utca,,,540.0,9.0,,,540,9,20,2019,19
Zoltán utca,,,537.0,7.0,,,537,7,10,2019,19
Zrínyi utca,,,,,457.0,12.0,421,14,26,2019,19
együtt,393.0,28.0,499.0,312.0,487.0,313.0,489,653,31,2019,19
Ady Endre utca,,,470.0,17.0,455.0,12.0,451,31,35,2019,20
Akácfa utca,,,,,,,412,3,21,2019,20
Alsó határút,,,,,,,488,3,41,2019,20
Alsóteleki utca,,,383.0,7.0,,,383,7,14,2019,20
Attila utca,,,513.0,6.0,,,513,6,30,2019,20
Bácska tér,,,434.0,4.0,,,434,4,14,2019,20
Bádogos utca,,,,,,,298,3,44,2019,20
Barkó utca,,,209.0,9.0,,,209,9,41,2019,20
Baross utca,,,453.0,36.0,483.0,32.0,467,68,22,2019,20
Berkenye sétány,,,461.0,7.0,517.0,3.0,477,10,13,2019,20
Biró Mihály utca,,,548.0,5.0,462.0,9.0,493,14,22,2019,20
Dessewffy utca,,,511.0,7.0,,,478,8,29,2019,20
Előd utca,,,538.0,6.0,,,538,6,18,2019,20
Eperjes utca,,,380.0,7.0,,,380,7,15,2019,20
Ferenc utca,,,286.0,3.0,,,286,3,6,2019,20
Frangepán utca,,,458.0,3.0,,,440,5,18,2019,20
Gólya utca,,,325.0,5.0,,,325,5,47,2019,20
Hársfa sétány,,,,,450.0,10.0,450,10,14,2019,20
Határ út,,,,,338.0,8.0,340,10,38,2019,20
Helsinki út,,,403.0,27.0,,,403,27,19,2019,20
Hosszú utca,,,175.0,3.0,,,194,4,33,2019,20
István utca,,,452.0,4.0,,,452,4,13,2019,20
János utca,,,403.0,9.0,,,415,10,21,2019,20
Jókai Mór utca,,,389.0,7.0,,,389,7,16,2019,20
Károly utca,,,486.0,6.0,,,449,7,24,2019,20
Kende Kanuth utca,,,505.0,5.0,,,505,5,26,2019,20
Királyhágó utca,,,506.0,3.0,,,469,4,16,2019,20
Kossuth Lajos utca,,,436.0,21.0,,,427,23,22,2019,20
Közműhelytelep utca,,,654.0,21.0,,,654,21,20,2019,20
Kulcsár utca,,,450.0,5.0,,,450,5,7,2019,20
Lajtha László utca,,,418.0,16.0,,,418,16,17,2019,20
Lázár utca,,,402.0,5.0,,,376,6,38,2019,20
Mártírok útja,,,371.0,3.0,,,360,5,26,2019,20
Mézes utca,,,281.0,3.0,,,281,3,50,2019,20
Nagy Győry István köz,,,432.0,3.0,,,432,3,32,2019,20
Nagy Győry István utca,,,480.0,6.0,,,480,6,8,2019,20
Nagysándor József utca,,,394.0,7.0,,,376,8,29,2019,20
Orsolya utca,,,457.0,4.0,,,457,4,13,2019,20
Ősz utca,,,457.0,4.0,,,457,4,11,2019,20
Pacsirta utca,,,330.0,7.0,,,337,9,31,2019,20
Pázsitos sétány,,,658.0,3.0,423.0,8.0,487,11,27,2019,20
Rákóczi utca,,,393.0,4.0,,,393,4,5,2019,20
Rimaszombat utca,,,462.0,4.0,,,462,4,5,2019,20
Ritka utca,,,389.0,3.0,,,389,3,34,2019,20
Sárrét utca,,,,,,,406,3,11,2019,20
Széchenyi utca,,,749.0,9.0,,,749,9,12,2019,20
Szegfű utca,,,571.0,3.0,,,576,4,22,2019,20
Szent Imre herceg utca,,,539.0,3.0,,,539,3,15,2019,20
Tátra tér,,,415.0,15.0,,,415,15,21,2019,20
Téglagyár tér,,,546.0,7.0,,,546,7,18,2019,20
Téglagyártó út,,,659.0,17.0,,,659,17,13,2019,20
Teremszeg utca,,,604.0,3.0,,,604,3,18,2019,20
Thököly utca,,,228.0,4.0,,,228,4,49,2019,20
Toldy Ferenc utca,,,400.0,3.0,,,400,3,15,2019,20
Topánka utca,,,430.0,15.0,,,430,15,15,2019,20
Török Flóris utca,,,401.0,13.0,382.0,15.0,388,29,23,2019,20
Tótfalusi Kis Miklós sétány,,,,,473.0,5.0,473,5,17,2019,20
Vágóhíd utca,,,446.0,6.0,,,446,6,20,2019,20
Vaskapu utca,,,,,,,399,3,6,2019,20
Vécsey utca,,,,,,,477,3,11,2019,20
Virág Benedek utca,,,413.0,3.0,,,413,3,29,2019,20
Vízisport utca,,,547.0,12.0,,,547,12,17,2019,20
Vörösmarty utca,,,470.0,12.0,,,466,14,33,2019,20
Wesselényi utca,,,355.0,6.0,,,339,7,51,2019,20
Zamárdi utca,,,482.0,9.0,,,482,9,24,2019,20
Zilah utca,,,491.0,3.0,,,491,3,5,2019,20
együtt,384.0,65.0,452.0,523.0,444.0,104.0,445,692,31,2019,20
Ady Endre út,,,,,449.0,66.0,450,68,20,2019,21
Akácfa utca,,,,,,,393,3,5,2019,21
Árpád utca,,,,,426.0,41.0,426,41,14,2019,21
Bajcsy-Zsilinszky út,,,478.0,3.0,,,478,3,5,2019,21
Bánya utca,,,,,455.0,28.0,455,28,24,2019,21
Béke tér,,,410.0,14.0,,,410,14,26,2019,21
Cirmos sétány,,,432.0,16.0,,,432,16,8,2019,21
Csikó sétány,,,,,458.0,5.0,440,7,21,2019,21
Damjanich János út,,,,,,,440,3,51,2019,21
Dunadűlő út,,,,,434.0,26.0,434,26,18,2019,21
Erdősor utca,,,427.0,19.0,429.0,14.0,428,33,15,2019,21
II. Rákóczi Ferenc út,,,523.0,49.0,409.0,21.0,482,72,26,2019,21
Ív utca,,,518.0,5.0,,,518,5,8,2019,21
József Attila utca,,,449.0,7.0,441.0,21.0,446,29,15,2019,21
Jupiter utca,,,463.0,4.0,,,453,5,8,2019,21
Kapos utca,,,465.0,10.0,,,465,10,15,2019,21
Károli Gáspár utca,,,222.0,3.0,,,222,3,50,2019,21
Katona József utca,,,469.0,15.0,498.0,11.0,481,26,20,2019,21
Kiss János altábornagy utca,,,582.0,5.0,416.0,25.0,443,30,21,2019,21
Kolozsvári utca,,,437.0,3.0,,,437,3,8,2019,21
Kőrösi Sándor utca,,,442.0,5.0,,,442,5,16,2019,21
Kossuth Lajos utca,,,423.0,18.0,425.0,93.0,425,111,22,2019,21
Krizantém utca,,,,,396.0,8.0,396,8,9,2019,21
Mars utca,,,558.0,7.0,,,558,7,11,2019,21
Merkúr utca,,,442.0,8.0,,,442,8,23,2019,21
Nap utca,,,,,393.0,13.0,393,13,7,2019,21
Nyírfa utca,,,,,412.0,6.0,412,6,34,2019,21
Nyuszi sétány,,,462.0,16.0,,,462,16,10,2019,21
Orion utca,,,471.0,15.0,,,471,15,16,2019,21
Óvoda utca,,,,,428.0,7.0,428,7,38,2019,21
Petz Ferenc utca,,,,,463.0,23.0,463,24,10,2019,21
Posztógyári köz,,,348.0,5.0,,,348,5,22,2019,21
Puli sétány,,,443.0,8.0,,,443,8,8,2019,21
Rakéta utca,,,468.0,15.0,385.0,5.0,448,20,19,2019,21
Reggel utca,,,,,408.0,7.0,408,7,14,2019,21
Simon Bolivár sétány,,,,,454.0,5.0,454,5,21,2019,21
Szabadság köz,,,605.0,3.0,,,605,3,23,2019,21
Szabadság utca,,,455.0,29.0,,,461,31,19,2019,21
Szent István út,,,578.0,5.0,444.0,11.0,486,16,26,2019,21
Szent László utca,,,423.0,14.0,,,434,16,15,2019,21
Szentmiklósi út,395.0,7.0,,,,,398,9,27,2019,21
Táncsics Mihály utca,,,,,410.0,16.0,410,16,16,2019,21
Tanműhely köz,,,275.0,3.0,,,275,3,47,2019,21
Tejút utca,,,442.0,7.0,,,442,7,14,2019,21
Temesvári utca,,,376.0,4.0,,,384,5,9,2019,21
Templom utca,,,434.0,14.0,,,434,14,16,2019,21
Űrhajós utca,,,532.0,7.0,,,532,7,17,2019,21
Vasas utca,,,218.0,3.0,,,218,3,27,2019,21
Vénusz utca,,,500.0,16.0,,,482,17,21,2019,21
Völgy utca,,,420.0,7.0,435.0,7.0,428,14,18,2019,21
Zrínyi utca,,,,,423.0,21.0,423,21,15,2019,21
Zsák Hugó utca,,,,,384.0,6.0,384,6,36,2019,21
együtt,438.0,37.0,462.0,396.0,431.0,496.0,444,929,22,2019,21
Ady Endre út,,,657.0,6.0,,,612,7,27,2019,22
Anna utca,,,534.0,7.0,,,534,7,16,2019,22
Arany János utca,,,523.0,3.0,,,523,3,40,2019,22
Árpád utca,,,677.0,4.0,,,677,4,20,2019,22
Aszály utca,,,721.0,3.0,,,721,3,15,2019,22
Bartók Béla út,,,457.0,9.0,,,457,9,12,2019,22
Batthyány utca,,,448.0,3.0,,,448,3,24,2019,22
Csút utca,,,525.0,9.0,,,525,9,7,2019,22
Dévény utca,,,,,510.0,5.0,525,7,12,2019,22
Gerinc utca,,,724.0,3.0,,,724,3,9,2019,22
Gyula vezér út,,,,,,,557,4,27,2019,22
Háros utca,,,547.0,8.0,,,547,8,20,2019,22
Húr utca,,,585.0,4.0,,,610,5,17,2019,22
Ják utca,,,511.0,3.0,,,511,3,39,2019,22
Játék utca,,,666.0,6.0,,,666,6,11,2019,22
Kiránduló utca,,,505.0,3.0,,,505,3,23,2019,22
Kossuth Lajos utca,,,491.0,11.0,,,491,11,23,2019,22
Leányka utca,,,446.0,17.0,509.0,27.0,485,44,18,2019,22
Lídia utca,771.0,3.0,,,,,771,3,17,2019,22
Magasház utca,,,505.0,7.0,,,505,7,13,2019,22
Mária Terézia utca,,,551.0,8.0,,,551,8,12,2019,22
Mézesfehér utca,,,,,,,539,3,14,2019,22
Nagytétényi út,,,443.0,23.0,,,443,23,21,2019,22
Névtelen utca,,,,,566.0,7.0,566,7,15,2019,22
Őrnagy utca,,,736.0,3.0,,,743,4,19,2019,22
Pécsi utca,,,649.0,3.0,,,649,3,30,2019,22
Péter Pál utca,,,,,,,631,3,55,2019,22
Rákóczi út,,,,,527.0,6.0,565,8,15,2019,22
Rózsakert utca,,,770.0,8.0,517.0,6.0,643,15,26,2019,22
Társasház utca,,,364.0,3.0,,,364,3,20,2019,22
Tenkes utca,,,538.0,10.0,,,538,11,15,2019,22
Terv utca,,,669.0,4.0,484.0,6.0,558,10,22,2019,22
Tűzliliom utca,,,,,506.0,14.0,506,15,17,2019,22
V. utca,,,405.0,3.0,,,405,3,27,2019,22
Vihar utca,,,579.0,6.0,,,579,6,19,2019,22
Villa utca,,,782.0,3.0,,,782,3,7,2019,22
együtt,487.0,41.0,553.0,251.0,515.0,78.0,538,370,28,2019,22
Dinnyehegyi út,,,,,455.0,6.0,455,6,22,2019,23
Grassalkovich út,,,319.0,7.0,,,319,7,34,2019,23
Nyír utca,,,444.0,3.0,,,444,3,9,2019,23
Őrgébics utca,,,,,406.0,6.0,406,6,13,2019,23
Sósmocsár út,,,,,460.0,4.0,460,4,8,2019,23
Szent László utca,,,,,474.0,4.0,488,5,12,2019,23
Templom utca,,,239.0,5.0,,,239,5,71,2019,23
Újtelep út,,,,,443.0,5.0,443,5,24,2019,23
Vasfű utca,,,546.0,4.0,,,546,4,43,2019,23
együtt,278.0,24.0,362.0,46.0,438.0,30.0,365,100,38,2019,23
Budapest 01. kerület,,,833.0,461.0,,,833,461,29,2019,Összesen
Budapest 02. kerület,714.0,77.0,807.0,1144.0,,,801,1221,30,2019,Összesen
Budapest 03. kerület,639.0,55.0,757.0,590.0,554.0,1018.0,629,1663,29,2019,Összesen
Budapest 04. kerület,481.0,56.0,532.0,596.0,510.0,823.0,518,1475,24,2019,Összesen
Budapest 05. kerület,,,980.0,698.0,,,980,698,29,2019,Összesen
Budapest 06. kerület,,,771.0,1139.0,,,771,1139,27,2019,Összesen
Budapest 07. kerület,,,708.0,1604.0,,,708,1604,27,2019,Összesen
Budapest 08. kerület,638.0,5.0,601.0,1675.0,563.0,110.0,599,1790,29,2019,Összesen
Budapest 09. kerület,659.0,4.0,672.0,1100.0,531.0,47.0,666,1151,29,2019,Összesen
Budapest 10. kerület,474.0,28.0,494.0,846.0,480.0,445.0,489,1319,27,2019,Összesen
Budapest 11. kerület,694.0,17.0,757.0,1618.0,623.0,613.0,720,2248,26,2019,Összesen
Budapest 12. kerület,1076.0,9.0,793.0,812.0,,,796,821,27,2019,Összesen
Budapest 13. kerület,717.0,12.0,719.0,1899.0,604.0,387.0,699,2298,26,2019,Összesen
Budapest 14. kerület,544.0,83.0,618.0,1762.0,555.0,538.0,601,2383,23,2019,Összesen
Budapest 15. kerület,436.0,159.0,514.0,282.0,507.0,676.0,498,1117,23,2019,Összesen
Budapest 16. kerület,519.0,228.0,561.0,436.0,477.0,25.0,544,689,30,2019,Összesen
Budapest 17. kerület,395.0,311.0,515.0,227.0,471.0,299.0,455,837,30,2019,Összesen
Budapest 18. kerület,429.0,127.0,506.0,487.0,451.0,315.0,477,929,29,2019,Összesen
Budapest 19. kerület,393.0,28.0,499.0,312.0,487.0,313.0,489,653,31,2019,Összesen
Budapest 20. kerület,384.0,65.0,452.0,523.0,444.0,104.0,445,692,31,2019,Összesen
Budapest 21. kerület,438.0,37.0,462.0,396.0,431.0,496.0,444,929,22,2019,Összesen
Budapest 22. kerület,487.0,41.0,553.0,251.0,515.0,78.0,538,370,28,2019,Összesen
Budapest 23. kerület,278.0,24.0,362.0,46.0,438.0,30.0,365,100,38,2019,Összesen
Budapest összesen,479.0,1366.0,674.0,18904.0,523.0,6317.0,628,26587,34,2019,Összesen
Ág utca,,,1006.0,3.0,,,1006,3,13,2020,1
Aladár utca,,,867.0,5.0,,,867,5,10,2020,1
Alsóhegy utca,,,876.0,5.0,,,876,5,11,2020,1
Attila út,,,772.0,52.0,,,772,52,21,2020,1
Batthyány utca,,,842.0,13.0,,,842,13,14,2020,1
Bem rakpart,,,821.0,4.0,,,821,4,27,2020,1
Berényi utca,,,998.0,3.0,,,998,3,13,2020,1
Csalogány utca,,,758.0,15.0,,,758,15,24,2020,1
Derék utca,,,946.0,3.0,,,946,3,10,2020,1
Döbrentei utca,,,1131.0,7.0,,,1131,7,20,2020,1
Donáti utca,,,896.0,8.0,,,896,8,16,2020,1
Feszty Árpád utca,,,897.0,3.0,,,897,3,18,2020,1
Fő utca,,,946.0,15.0,,,946,15,17,2020,1
Gellérthegy utca,,,754.0,9.0,,,754,9,36,2020,1
Hattyú utca,,,812.0,14.0,,,812,14,17,2020,1
Hegyalja út,,,836.0,4.0,,,836,4,14,2020,1
Hunyadi János út,,,929.0,12.0,,,929,12,25,2020,1
Kosciuszkó Tádé utca,,,815.0,6.0,,,815,6,10,2020,1
Krisztina körút,,,740.0,9.0,,,740,9,29,2020,1
Kuny Domokos utca,,,742.0,4.0,,,742,4,31,2020,1
Lisznyai utca,,,830.0,4.0,,,830,4,40,2020,1
Logodi utca,,,861.0,13.0,,,861,13,20,2020,1
Márvány utca,,,973.0,4.0,,,973,4,27,2020,1
Mátray utca,,,802.0,5.0,,,802,5,31,2020,1
Mészáros utca,,,838.0,14.0,,,838,14,24,2020,1
Naphegy utca,,,943.0,10.0,,,943,10,19,2020,1
Pauler utca,,,698.0,6.0,,,698,6,29,2020,1
Szabó Ilonka utca,,,1005.0,6.0,,,1005,6,28,2020,1
Szalag utca,,,739.0,4.0,,,739,4,45,2020,1
Szilágyi Dezső tér,,,782.0,3.0,,,782,3,11,2020,1
Szirtes út,,,983.0,4.0,,,983,4,12,2020,1
Tigris utca,,,819.0,5.0,,,819,5,26,2020,1
Toldy Ferenc utca,,,901.0,15.0,,,901,15,16,2020,1
Úri utca,,,1312.0,3.0,,,1312,3,12,2020,1
Várfok utca,,,861.0,8.0,,,861,8,17,2020,1
együtt,,,863.0,339.0,,,863,339,24,2020,1
Ady Endre utca,,,864.0,6.0,,,864,6,45,2020,2
Ali utca,,,782.0,3.0,,,782,3,12,2020,2
Alvinci út,,,527.0,7.0,,,527,7,33,2020,2
Apostol utca,,,906.0,4.0,,,906,4,9,2020,2
Árpád fejedelem útja,,,767.0,8.0,,,767,8,24,2020,2
Bajvívó utca,,,726.0,5.0,,,726,5,20,2020,2
Baka utca,,,747.0,3.0,,,747,3,22,2020,2
Bécsi út,,,569.0,5.0,,,569,5,41,2020,2
Bem József utca,,,800.0,3.0,,,800,3,18,2020,2
Bimbó út,,,906.0,23.0,,,898,25,38,2020,2
Bogár utca,,,965.0,5.0,,,965,5,42,2020,2
Borbolya utca,,,944.0,3.0,,,944,3,18,2020,2
Branyiszkó út,,,885.0,4.0,,,885,4,17,2020,2
Budakeszi út,,,877.0,15.0,,,877,15,21,2020,2
Buday László utca,,,752.0,4.0,,,752,4,14,2020,2
Cimbalom utca,,,699.0,3.0,,,699,3,55,2020,2
Csalán út,,,1120.0,3.0,,,1120,3,15,2020,2
Csalogány utca,,,1058.0,72.0,,,1058,72,18,2020,2
Csévi utca,,,1024.0,3.0,,,1024,3,17,2020,2
Endrődi Sándor utca,,,961.0,8.0,,,961,8,38,2020,2
Erőd utca,,,864.0,5.0,,,864,5,10,2020,2
Eszter utca,,,928.0,3.0,,,928,3,43,2020,2
Ezredes utca,,,807.0,3.0,,,807,3,12,2020,2
Fazekas utca,,,794.0,12.0,,,794,12,10,2020,2
Fekete István utca,,,783.0,4.0,,,783,4,10,2020,2
Felhévízi utca,,,921.0,5.0,,,921,5,35,2020,2
Felső Zöldmáli út,,,914.0,6.0,,,914,6,22,2020,2
Felvinci út,,,946.0,6.0,,,946,6,26,2020,2
Fény utca,,,747.0,5.0,,,747,5,8,2020,2
Fillér utca,,,833.0,24.0,,,833,24,20,2020,2
Fő utca,,,976.0,9.0,,,976,9,47,2020,2
Forint utca,,,901.0,3.0,,,901,3,27,2020,2
Frankel Leó út,,,772.0,31.0,,,772,31,18,2020,2
Gábor Áron utca,,,901.0,7.0,,,901,7,31,2020,2
Ganz utca,,,425.0,5.0,,,425,5,77,2020,2
Gárdonyi Géza út,,,,,,,1249,3,22,2020,2
Guyon köz,,,828.0,4.0,,,828,4,5,2020,2
Hankóczy Jenő utca,,,908.0,3.0,,,908,3,7,2020,2
Házmán utca,,,609.0,3.0,,,609,3,44,2020,2
Hidegkúti út,,,,,,,736,4,36,2020,2
Horvát utca,,,825.0,11.0,,,825,11,14,2020,2
Hűvösvölgyi út,,,774.0,18.0,,,774,18,29,2020,2
Jurányi utca,,,849.0,3.0,,,849,3,17,2020,2
Kacsa utca,,,882.0,4.0,,,882,4,19,2020,2
Kandó Kálmán utca,,,839.0,7.0,,,839,7,11,2020,2
